ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN003495,take mutual revenge,LX002020,ff0f096dbeb076c2689e4b81092bdb54,activity,vengarse mutuamente,gegenseitige Rache nehmen
SN003496,feed; sustain,yopoi,0e6d46ce9217e89b1a6179283c2b82eb,activity,"dar de comer, alimentar; mantener",jemanden ernähren; jemanden erhalten
SN003497,"bloom, blossom, flourish",yopotir,,state,florecer,blühen
SN003498,be together,yopuri,d6a0e0bfa8bdcc73ea05af20ddaed95c,activity,estar juntos/-as,zusammen sein
SN003499,detach; release,yora,3c79793139a5c6588fcc86bd14c91c32,activity,desprender; soltar,etwas loslösen
SN003500,itch; burn; something itching like rash; something burning in the mouth; something scratchy for the ...,yosa,3eccb4bca5da1424b71bdc1c634e2659,health,arder; algo que pica como ...; algo que arde la boca; algo que pica cuando se tenta,"Jucken; etwas Juckendes wie Ausschlag, Krätze; etwas Beißendes für den Gaumen; etwas Kratzendes für das Tastgefühl"
SN003501,wash; rinse,yosei,28a5581c83396701af66a1586705c08c,activity,lavar; bañar; enjuagar,waschen; spülen
SN003502,wash; rinse,LX002021,16a285dc6e8ed5392354ae21ef36813f,activity,lavar; bañar; enjuagar,waschen; spülen
SN003503,find,yosu,d57bf4ed5f49d9258a3fc596adb825d1,activity,"encontrar, hallar",finden
SN003504,third person plural prefix,yougwe-,618da9cc73c4c28f634d7acfc7020d03,activity,prefijo de tercera persona plural,Präfix der 3. Person Plural
SN003505,stand together,younoambe,6bae048e5f9ad285cb15a7f262dd3523,activity,estar parados/-as juntos/-as,beisammen stehen
SN003506,stand together,LX002022,bd03d6bdb8e5aa191a199badff850dfa,activity,estar parados/-as juntos/-as,beisammen stehen
SN003507,sit together,LX002023,618da9cc73c4c28f634d7acfc7020d03,activity,estar sentado/-a junto con otros/-as,sie sitzen beisammen
SN003508,run together,LX002024,d1b59f583cd1d75703970409f96b0603,activity,correr juntos/-as,zusammen laufen
SN003509,"leave the field (of animals), 3PL",LX002025,,activity,"salir del chaco (animales), 3PL","auf das Feld gehen, von Tieren, 3PL"
SN003510,be together,youpi,30e4ac663ae0651ea1a45967fc1d15fb,activity,"estar unidos/-as, estar juntos/-as",vereint sein
SN003511,they go away,youraso,cab59cb882d03ef258ffe86307657a26,activity,se están yendo,sie gehen fort
SN003512,3PL: plural marker of the third person,yourekoi,37d0093cd088634e0bf2d1287c4fb6ec,grammatical,3PL: marcador del plural de la tercera persona,Pluralmarker der dritten Person
SN003513,third person plural prefix,you-,618da9cc73c4c28f634d7acfc7020d03,activity,prefijo de tercera persona plural,Präfix der 3. Person Plural
SN003514,be opposite of each other,yovai,6731da8c3fd75b7cc3ec42a8e029ffe0,activity,estar enfrente uno/-a al/a la otro/-a,vís a vís sein; eine/-r/-s/der anderen gegenüber sein
SN003515,meeting,yovaichi,86df4d5efe0658fe57a3880e703e5abc,action,encuentro,Treffen
SN003516,harnessed together; paired,yovaicho,e75a4e3c50fe56446a8a3a805a4b88a3,property,enganchado juntos; en pareja,zusammengespannt; gepaart
SN003517,become overgrown (path); be blocked by trees,LX002026,5c373a4bad7ec6ac96cfeb4662f0d688,activity,cerrarse con plantas (camino); trancarse con árboles caídos,zuwachsen (Weg); durch gestürzte Bäume verlegt sein
SN003518,make the sign of cross,yovasa,5bf17d130e273f368ea3b294d36d77a6,activity,santiguarse,sich bekreuzigen
SN003519,"make faces, grimace",LX002027,5bf17d130e273f368ea3b294d36d77a6,activity,"hacer hocico, fruncir la cara",Grimassen schneiden; das Gesicht verziehen
SN003520,"same, equal",yoya,9ec125241ccba6806195017bdb348fbc ; c4fe6e098747e25d4d4c4c9afe10d67c,activity,igual,gleich; gleichartig
SN003521,"get together, gather, meet, comply",yoya_pave,,activity,"concentrarse, reunirse, ser cómplice",zusammenkommen; sich versammeln; Komplize sein
SN003522,make fun of,yoyai,fd346b5ff97383c2ef307b8c54e137a0,activity,"burlarse, reírse de",spotten; sich lustig machen
SN003523,hickup,yoyoi,f6d105d284b85a8e97ba6a2d160a88f5,health,hipo,Schluckauf
SN003524,at every turn; again and again; one above the other,LX002028,57c0e73ed78915015ce358c3cedf8ac6,activity,a cada paso; una y otra vez; uno encima del otro,auf Schritt und Tritt; einmal ums anderemal; einer über dem anderen
SN003525,dig out,LX002029,a73ee22104ac8991bd8421e219a805bc,activity,excavar,ausgraben
SN003526,3O: allomorph of the third person prefix for monosyllabic stems,yo-_1,3d04e0aa79c5c77d8014ae83dadb08b0,grammatical - person,3O: alomorfo del prefijo de la tercera persona para raices monosilábicas,3O
SN003527,RCPC: reciprocal prefix: mutually,yo-_2,0c1a3d96bd8101ed4e58d6fadd743af6,grammatical,RCPC: prefijo reciproco: mutuamente,Reziprokpräfix: gegenseitig; einander
SN003528,come,yu_1,3fe5925e1011dcf4c85255fe00b8320b ; 732a7704460f013a93cfbb0924408a0a,activity,venir,kommen
SN003529,be ill,yu_2,1bf1be2bb49118c5f1d8dabd36ea00ee,activity,estar enfermo/-a,krank sein
SN003530,lie (be lying),yu_3,1bf1be2bb49118c5f1d8dabd36ea00ee,position,estar echado,liegen
SN003531,yellow; whitish; pale,yu_4,e5d7108aaf01d162f584c418e8eced9b,colour,amarillo; blanquecino; pálido,gelb; weißlich; blass
SN003532,needle; thorn,yu_5,28e324b8e340196985f0d2a82df727f3,object - household; plant - part,aguja; espina,Nadel; Dorn
SN003533,"a species of white fruit, edible, it was consumed during the fasting period",yua,025bcd71eedf254a71dccc0b3008041d,plant - fruit,"una especie de fruta blanca, comestible, era comida durante la cuaresma","eine weiße, essbare Fruchtart, die zur Fastenzeit verzehrt wurde"
SN003534,"connect, e.g. the end of two beams",yuaio,2d6bce706e87e1d268456d1e399d1be6,activity,"empalmar; unir, p.e. las puntas de dos vigas","miteinander verbinden; zusammenfügen, z.B. die Enden zweier Balken"
SN003535,long thorn,LX002030,d6849211cd0dabf6cbb2ee5064728b2d,plant - part,espina larga,langer Dorn
SN003536,"a species of thorny plant, called 'cedrillo' in Spanish",LX002031,d6849211cd0dabf6cbb2ee5064728b2d,plant,"cedrillo, una especie de planta espinosa","eine dornenreiche Pflanzenart, auf Spanisch 'cedrillo' genannt"
SN003537,kill; injure,yuka,794969b51bf040a8a8f6a9f63bb27696,activity,"matar; herir, lastimar",töten; verwunden
SN003538,thorny bush; thorny thicket; thorny,yukieri,8753ccd33b611dc59d635addf5ec993e,environment; plant,zarza; plantas espinosas; espinoso,Dornbusch; Dorngestrüpp; dornig
SN003539,fish trap,LX002032,9e2303a6acd7f1ab32928ffa692bc626,object - hunt,"garlito, una trampa de peces",Fischfalle
SN003540,"a species of tree, the ash of its wood was used to make soap",LX002033,,plant - tree,"una especie de árbol, su ceniza era usada para producir jabón","eine Baumart, deren Asche zur Herstellung von Seifen verwendet wurde"
SN003541,salt,LX002034,c4b6e0f80bafc1f14fdbc421b5a1da45,food & drink,sal,Salz
SN003542,"a species of tree, called 'tapichi' in Spanish",LX002035,cab0ed1abdde67ba687d33829e68801d,plant - tree,"tapichi, una especie de árbol","eine Baumart, auf Spanisch 'tapichi' genannt"
SN003543,"a species of seed, that dyes red when mixed with lime",LX002036,cab0ed1abdde67ba687d33829e68801d,plant - seed,"una especie de semilla, que tiñe rojo cuando se mezcla con limón","eine Samenart, die rot färbt, wenn man sie mit Limette mischt"
SN003544,yellow; green,LX002037,b2d5b7db05a310b93967cba7dc9b6bce,colour,amarillo; verde,gelb; grün
SN003545,cough; catarrh,LX002038,aaa2e5003f16d6fbff68b15aaf62fb99,health,toz; catarro,Husten; Katarrh
SN003546,asthma,LX002039,aaa2e5003f16d6fbff68b15aaf62fb99,health,asma,Asthma
SN003547,hunger,LX002040,be04d7b5cde4c94c7879c33708eaf270,body function; health,hambre,Hunger
SN003548,"a species of bluish insect, that is similar to the vinchuca and eats chili",yuni,,animal - insect,"una especie de insecto, parecido a la vinchuca de color azulado que come ají","eine bläuliche Insektenart, die der Vinchuca ähnlich ist und Chili frisst"
SN003549,"a species of insect, called 'chuchiaré' in Spanish",yuni,c5066f4373edca6bb18ece982fd9718f,animal - insect,"chuchiaré, una especie de insecto","eine Insektenart, auf Spanisch 'chuchiaré' genannt"
SN003550,"a species of fish, without fishbones called 'bagre' in Spanish",LX002041,de16cdfcf24bfbf4c90359f454e4fd3b,animal - fish,"bagre, una especie de pez sin espinas","eine grätenlose Fischart, auf Spanisch 'bagre' genannt"
SN003551,yellow loam,LX002042,,material,barro amarillo,gelber Lehm
SN003552,"a species of small mouse, that eats raw cocoa",yupachi,19823ca26c56b6fc3a7d4dddee3f0ea9,animal - mammal,"una especie de ratón pequeño, que come chocolate","eine kleine Mäuseart, die rohen Kakao frisst"
SN003553,"a species of red animal, similar to a monkey, moves jumping",yupara,6e4776e69c7e3ad2949db0d980046165,animal - mammal,"una especie de animal colorado, parecido a un mono, se mueve saltando","eine rote, affenähnliche Tierart, die sich hüpfend fortbewegt"
SN003554,"a species of thorny bush, with tomato-like fruits",yupe,35632e68e55d639dab76b49375d6c7b0,plant,"una especie de arbusto espinoso, tiene frutas parecidas a tomates",eine dornige Buschart mit tomatenähnlichen Früchten
SN003555,"neck, nape",yura,,body part,"pescuezo, nuca",Nacken; Genick
SN003556,thorn,LX002043,d6849211cd0dabf6cbb2ee5064728b2d ; 2900a6a6196c68f913c737cc88d72b9b,plant - part,espina,Dorn
SN003557,mouth,yuru,9383b76d2e5f7a72b053016ec2853848,body part,boca,Mund
SN003558,open one's mouth; yawn,yurupeka,9383b76d2e5f7a72b053016ec2853848,activity,abrir la boca; bostezar,den Mund öffnen; das Maul aufreißen; gähnen
SN003559,rein; snaffle; muzzle,yurupendar,f050eb169665ee37b629ac906217c51e,object,rienda; bocado; freno; bozal,Zügel; Gebiss des Zügels; Trense; Maulkorb
SN003560,bark,yurupete,5078ace137956358ef6cc12eae075eaf,activity,"ladrar, latir",bellen
SN003561,cover somebody's mouth,LX002044,9383b76d2e5f7a72b053016ec2853848,activity,tapar la boca a alguien,jemandem den Mund verdecken
SN003562,muzzle,LX002045,771fb750d14949aa853fc5dc28429001,object,bozal,Maulkorb
SN003563,defame,yuruyai,b726eed72c832716e281b1bbe87ebe5f,activity,chismear,bösmaulig sein; verleumden
SN003564,want; fancy something,yusei,e0821927ec89fbe098d31f4a384085c3,activity,querer; tener ganas de comer algo,wollen; Lust auf etwas haben
SN003565,somebody who loves a special food,yuseitarai,e0821927ec89fbe098d31f4a384085c3,activity,alguien a quien le encanta alguna comida,"eine/-r, der/dem etwas sehr schmeckt"
SN003566,big; much; very; obsolete form of gwasu,yusu,53755272d2ebf9ac57ede5aec00f5192,property,"grande; mucho; muy, forma obsoleta de gwasu","groß; viel; sehr, obsolete Form von gwasu"
SN003567,"a species of tree, can be used for dyeing yellow",LX002046,616aee4419d1150c5b21b1d8c0e96595,plant - tree,"una especie de árbol, se puede usar para teñir amarillo","eine Baumart, mit der man gelb färben kann"
SN003568,lie (in bed),yuve,1bf1be2bb49118c5f1d8dabd36ea00ee,activity,estar echado (en la cama enfermo),liegen (im Bett)
SN003569,"a species of big and unpoisonous snake, according to Hoeller, people let the snake bite them in former times for superstition",yuvoi,5e40630079860627c564a2cf685d1373,animal - reptile,"una especie de víbora grande y no venenosa, según Hoeller antes la gente se dejaba morder de esa víbora por superstición","eine große, ungiftige Schlangenart, laut Hoeller ließen sich die Leute früher aus Aberglauben von dieser Schlange beißen"
SN003570,a species of palm,yuyu,90b6680efd5cb333ed1f7843239467bc,plant - palm,"una especie de palma, similar al sumuqué",eine Palmenart
SN003571,crop,LX002047,f9bbdd7bf2888dcc42e9b6d5a75d60e7,body part; animal - body part,"buche, coto",Kropf der Menschen und Vögel
SN003572,tadpole,LX002048,9c23812c799d3d98d60a25cebc1c573f,animal - amphibian,renacuajo,Kaulquappe
SN003573,tadpole of a frog species that croaks loudly at night,LX002049,9c23812c799d3d98d60a25cebc1c573f,animal - amphibian,"renacuajo de una especie de rana, que croa fuerte de noche","Kaulquappe einer Froschart, die die Nächte sehr laut quakt"
SN003574,"tadpole of a frog species (frog edible, with big thighs)",LX002050,9c23812c799d3d98d60a25cebc1c573f,animal - amphibian,"renacuajo de una especie de rana (rana comestible, con muslos grandes)","Kaulquappe einer essbare Froschart, mit dicken Schenkeln"
SN003575,"a species of palm, called sumuqué in Spanish",LX002051,,plant - palm,"sumuqué, una especie de palma",eine Palmenart
SN003576,throw arrow,LX002052,b7ebc3af2c09cbcdb159e6b34bbb1d74,activity,flechar,Pfeil
SN003577,fruit,LX002053,c4a7b726c8f829ba4e44df519778bf36,plant - fruit,fruta,Frucht
SN003578,fall; be born,LX002054,0275346af585ae3144449530c29ea514,activity,caer; nacer,fallen; geboren werden
SN003579,stand,LX002055,dc84bc7cfd1886361b4a0d60c1a028d9,position,estar parado,stehen
SN003580,say; think; promise; do; happen,LX002056,71b00ba3cdfd5c7f699aef77c019567a ; 05f1af58277ace593266946d1f9b1622,activity,decir; pensar; prometer; hacer; pasar,"Stamm des Verbums: ae, in der Bedeutug; sagen, denken, versprechen, tun, geschehen"
SN003581,leak,LX002057,70290b0196b2cde06f28d2c2bd06e93e,activity,chorrear; derramar,rinnen; durchlässig sein
SN003582,remove,LX002058,d47d4cf7e5d35b3bdc61b3654df64193,activity,sacar,herausnehmen
SN003583,separate,LX002059,99530faf4280dca8990a6cfcab84bc9c,activity,separarse,sich trennen
SN003584,eat,LX002060,8f65dd6bd8e5fa8e02afb2785f4b9a74,activity,comer,essen
SN003585,hardly; APRX,-anga,090a37852d8cd1c65bcafe01707025b5 ; 9d70e895bf1e2b6186b381aa94c46c4e,quantity,apenas,kaum
SN003586,"totally, completely",-ei_2,533c282b4f09b4556a5068f10542887c,grammatical,"totalmente, completamente",ganz; vollständig
SN003587,future particle with orientation on the final outcome,LX002061,,grammatical,"partícula de futuro, finalidad","Futurpartikel aller Infinitivformen, um zu, für"
SN003588,DIM: diminutive suffix,-i_2,1bd98e08f63aa11305aea1a346095449 ; 2dddb5e8b6dd65540485a1af04c26a37,grammatical,DIM: sufijo de diminutivo,Diminutivsuffix
SN003589,"NEG: negation suffix, only used together with prefix nda- (circumfix)",-i_3,c4924f61fa366fff806554e35c5c59dd,grammatical - polarity,"NEG: sufijo de negación, solo usado con el prefijo nda- (circunfijo)","Negationssuffix, nur zusammen mit dem Präfix nda- gerbaucht (Zirkumfix)"
SN003590,locative suffix: in,-i_4,5e21b75417ad59e56210f77538c9f730,grammatical - locative,sufijo de locativo: en,Lokativsuffix: in
SN003591,"CONT: continuative suffix: continuation of the action, duration",-ii,b150412e8690ebb3579250bd7fcd5533,grammatical,"CONT: sufijo continuativo: continuación de la acción, duración","Kontinuativsuffix: Kontinuität der Handlung, Beständigkeit, Andauer"
SN003592,PS.N: nominal past,-kwer,3e2082a33d3eee64824b16f1111fe11f,grammatical - tense,PS.N: pasado nominal: lo que era,nominale Vergangenheit
SN003593,PERF: already,-mo_2,7533ec940fdd08448ab5351426249a74,grammatical,PERF: ya,schon
SN003594,"PFV: perfective, completed state; totally; nasal variant of suffix -pa",-mba,823d1ed18bc33dd9c78901693b492624,grammatical,PFV: perfectivo; estado completo; totalmente; forma nasal del sufijo -pa,ganz; nasale Variante des Suffixes -pa
SN003595,"FUT.POT: obsolete potential future suffix, only used with revo, piä, and ite",-ne,b5bee865ba142446e2610e058d201b53,grammatical - tense,"FUT.POT: sufijo obsoleto de futuro potencial, usado con revo, piä y ite","veraltetes Futursuffix (Potential); verbindet sich noch mit revo, piä und ite"
SN003596,from; of,-ndar,6453f14e3debcd952a9d24d7c17ea509,grammatical,"de, del; perteneciente",von
SN003597,DES: desire; desiderative,-nde_2,660cb986f80c73fcb57e67ed4fddeec7,human - emotion & cognition,DES: deseo,Wunsch
SN003598,REP: repetitive,-nderai,660cb986f80c73fcb57e67ed4fddeec7,grammatical,REP: repetitivo,"Repetitiv, nasale Variante von -serai"
SN003599,"N.CIRC: nominalizer, nasal allomorph of verbal suffix -sa",-nga,24b0e11cff4629a36ad66c5a0a04583d,grammatical,"N.CIRC: nominalizador, alomorfo nasal del sufijo verbal -sa",nasale Variante von -sa: Nominalisierung
SN003600,INTS: ntensive,-ngai,46213045970be69a0853baa5e752f5db,grammatical,INTS: intensividad,Intensivsuffix: sehr; stark; arg
SN003601,PS.N: nominal past: nasal variant of -kwer,-ngwer,86f4dac5cbaf1c460851eedaf1d0cb0c,grammatical - tense,PS.N: pasado nominal: variante nasal de -kwer,nasale Variante von -kwer: nominale Vergangenheit
SN003602,"N.CIRC: nominalizer, allomorph of verbal suffix -sa",-pa_3,93ddc3803c5fc7b7f3d91a8ecb173533,grammatical,"N.CIRC: nominalizador, alomorfo del sufijo verbal -sa",Allomorph des Verbalsuffixes -sa
SN003603,"N.AG: derivational suffix, allomorph of -sar",-par,94aed9fa55e1ba1a61af6ca6638647e8,grammatical,"N.AG: sufijo derivativo, alomorfo de -sar","Derivationssuffix, Allomorph von -sar"
SN003604,LOC: locative suffix,-pe_6,53a1c006a2d13d4cca3a18feae051df3,grammatical - locative,LOC: sufijo locativo,"Lokativ- und Direktivsuffix: in, nach, bis"
SN003605,PPP: passive suffix,LX002062,d71ba62ee17dabaf5cdbdbbf8db8766b,grammatical,PPP: sufijo de pasivo,Passivsuffix
SN003606,INTS: intensive suffix: very,LX002063,927bb5ea1c2db3411dba11ab81bc9c44,grammatical,INTS: sufijo de intensificación: muy,Intensivierungssuffix: sehr
SN003607,from only,-por,595285a12b430daef00b1e6177634098,grammatical,de sólo,von; nur von
SN003608,DES: desiderative,-pota_3,b1eea36bd506ef56cf41457562f2c656,grammatical,DES: desiderativo,
SN003609,FUT: future suffix,-ra_4,82b3a72869f1c7b1f6590e8a5f11c69f,grammatical - tense,FUT: sufijo de futuro,Futursuffix
SN003610,"FUT.POT: nasal variant of future suffix, potential",LX002064,f1c8d17ce1f5912a305afce683be27c7 ; ec8fdc5b1a4677d02ad96124e42f007c,grammatical - tense,"FUT.POT: variante nasal del sufijo de futuro, potential","nasale Variante des Futursuffixes, Potential"
SN003611,hardly; little,LX002065,fa97a13822e6e8ca9b8f98d3e8565f7f,grammatical,apenas; poco,kaum; wenig
