ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs,alt_translation1,alt_translation2
XV001965,gyr,amoyepe'e,,,I heat him/her up (put embers under his/her hammock),,,Hoeller 1932a:168,SN003337,le pongo brasa debajo de su hamaca,ich erwärme ihn (lege Glut unter die Hängemacke)
XV001966,gyr,ayepe'e orno rovai,,,I warm myself at the oven,,,Hoeller 1932a:292,SN003337,me estoy calentando en el horno,"ich wärme mich am Ofenloch, vor dem Ofen"
XV001967,gyr,ndasepiai yepi,,,I have never seen him/her,,,Hoeller 1932a:293,SN003338,no le he visto nunca,ich habe ihn nie gesehen
XV001968,gyr,ka'a oyepiayepia,,,the woods are thick and shady,,,Hoeller 1932a:293,SN003339,"el bosque está denso, sombreado","der Wald wird dicht, schattig"
XV001969,gyr,oyepiaka rerova,,,transfiguration,,,Hoeller 1932a:293,SN003340,transfiguración,Transfiguration
XV001970,gyr,oyepɨpe yourekoi,,,"they are together in the canoe, in the same house",,,Hoeller 1932a:293,SN003342,"estan juntos en la canoa, en la misma casa","sie sind beisammen auf der Canoa, im gleichen Hause"
XV001971,gyr,ayepɨtaso,,,"I avoid it, I stay away from it, I abstain",,,Hoeller 1932a:293,SN003345,"lo evito, me quedo lejos, me abstengo","ich meide es, bleibe ferne, halte mich ferne, enthalte mich"
XV001972,gyr,iyepɨapɨkakwä,,,for his/her snack,,,Hoeller 1932a:293,SN003346,designado para su refrigerio,zu seinem Imbiss bestimmt
XV001973,gyr,amboyepoei,,,I let him/her wash the hands,,,Hoeller 1932a:293,SN003347,le hago lavarse las manos,ich lasse ihn die Hände waschen
XV001974,gyr,ayepoereko sese,,,"I search for something, grabble for it",,,Hoeller 1932a:294,SN003349,"estoy rebuscando dentro de algo, buscando, revolviendo","ich krame darin herum, etwas suchend, taste herum, suche herum"
XV001975,gyr,yepokɨtɨsa,,,towel for hands,,,Hoeller 1932a:294,SN003354,"toalla de manos, paño de manos",Händehandtuch
XV001976,gyr,che yepokwaa ai,,,"I have my habits, manners",,,Hoeller 1932a:293,SN003356,"tengo mis costumbres, caprichos","ich habe meine Gewohnheiten, Grillen"
XV001977,gyr,ayepomombɨ,,,I make a fist,,,Hoeller 1932a:197,SN003357,cierro el puño,ich balle die Faust
XV001978,gyr,ayepopetepete,,,I applaud very much,,,Hoeller 1932a:197,SN003360,yo doy mucho aplauso,ich applaudiere mit Händen und Füßen
XV001979,gyr,ayepopɨ iapɨsa ve,,,I blow something in his ears with my hands closed,,,Hoeller 1932a:198,SN003361,con manos cerradas yo le soplo algo en el oído,ich blase ihm mit geschlossen Händen etwas in die Ohren
XV001980,gyr,yeporaka agwer,,,fishing,,,Hoeller 1932a:294,SN003362,pesca,Fischfang
XV001981,gyr,ayeporu sese,,,I train myself in it,,,Hoeller 1932a:294,SN003363,lo estoy practicando,ich übe mich darin
XV001982,gyr,oroyepose orokie,,,we have slept together,,,Hoeller 1932a:294,SN003365,dormimos juntos,wir haben beieinander geschlafen
XV001983,gyr,yeposɨsa,,,with what I wash my hands,,,Hoeller 1932a:340,SN003367,con lo que lavo mis manos,womit ich die Hände wasche
XV001984,gyr,oyepotapota oyeupe,,,"they reach each other, they are connected",,,Hoeller 1932a:294,SN003368,"se alcanzan, estan conectados","sie erreichen einander, sind verbunden untereinander"
XV001985,gyr,che yepo'ita gwɨru,,,sink,,,Hoeller 1932a:294,SN003370,"lavabo, lavamanos","Waschbecken, Lavoir"
XV001986,gyr,amboyera,,,"I bend it apart, like wire",,,Hoeller 1932a:295,SN003371,"lo desdoblo, como alambre","ich biege es aus, auseinander wie Draht"
XV001987,gyr,ayere,,,"I turn around, I turn",,,Hoeller 1932a:295,SN003372,"me doy la vuelta, giro","ich drehe mich um, wende mich"
XV001988,gyr,ayereko'ai,,,"I agonize, I do penance",,,Hoeller 1932a:296,SN003374,"me estoy haciendo mal, estoy haciendo penitencia","ich quäle mich, tue Busse"
XV001989,gyr,seko'e cheu (2019: sekore cheu),,,he/she changed his behaviour towards me,,,Hoeller 1932a:296,SN003375,él/ella cambió su actitud acerca de mí,"er hat sich gewandelt mir gegenüber, verändert"
XV001990,gyr,ayerokɨ rosario pɨpe,,,I pray with the rosary in my hand,,,Hoeller 1932a:296,SN003377,estoy rezando con el rosario en la mano,ich bete mit dem Rosenkranz in der Hand
XV001991,gyr,ayerokɨ kwachiar pɨpe,,,I am reading in a book,,,Hoeller 1932a:296,SN003378,leo en un libro,ich lese in einem Buch
XV001992,gyr,ayerokwarokwa,,,I stagger like a drunkard,,,Hoeller 1932a:296,SN003380,estoy tambaleando como un borracho,"ich taumle hin und her, wie die Betrunkenen"
XV001993,gyr,oyerova va'e,,,"split open, made a hook like for fishing",,,Hoeller 1932a:296,SN003381,"astillado, hecho gancho como la punta de un palo de pescar (o lanza)",aufgebogen wie die Spitze der Angel (zum Widerhaken)
XV001994,gyr,ayeroya Tüpa rese,,,I trust in God,,,Hoeller 1932a:296,SN003382,confío en Dios,ich hoffe oder vertraue auf Gott
XV001995,gyr,ayeroyɨ Tumpä upe,,,I worship God,,,Hoeller 1932a:297,SN003384,estoy adorando a Dios,ich bete Gott an
XV001996,gyr,arasa räka oyero'a o'a rese,,,the orange twig inclines because of the weight of its fruits,,,Hoeller 1932a:296,SN003385,la rama del naranjo se dobla por el peso de las frutas,der Orangenzweig neigt sich infolge der Schwere der Früchte
XV001997,gyr,ayerueiruei,,,"I rinse my mouth, I gargle",,,Hoeller 1932a:297,SN003387,"me estoy enjuagando la boca, estoy gargarizando","ich spüle meinen Mund, gurgle"
XV001998,gyr,oyerumombo pira,,,the fish spawn,,,Hoeller 1932a:297,SN003388,los peces desovan,die Fische laichen
XV001999,gyr,ayerure chupe sese,,,I ask him/her for it,,,Hoeller 1932a:297,SN003389,le ruego tal cosa,ich bitte ihn darum
XV002000,gyr,ayesaereko,,,"I bethink, I explore myself, I reconsider or reflect",,,Hoeller 1932a:299,SN003391,"estoy reflexionando, explorandome, reconsiderando, pensando","ich besinne mich, erforsche mich, überdenke oder überlege"
XV002001,gyr,ayesaereko mba'e rese,,,"I remember something, I think about something",,,Hoeller 1932a:317,SN003391,"me acuerdo de algo, pienso en algo",ich besinne mich auf etwas
XV002002,gyr,yesapetɨ,,,the place where this grass grows,,,Hoeller 1932a:299,SN003392,lugar donde crece esta paja,"Platz, wo es solches Gras gibt"
XV002003,gyr,yesapɨ okui,,,dew is falling,,,Hoeller 1932a:299,SN003393,está cayendo rocío,es fällt Tau
XV002004,gyr,añe'e yesapɨ'avai,,,"I speak rashly, precipitous",,,Hoeller 1932a:299,SN003394,"hablo muy rápido, precipitado",ich rede überstürzt
XV002005,gyr,oyesea yougwenoï (2019: yuvɨnoï yuvɨreko),,,they sit together or jumbled,,,Hoeller 1932a:299,SN003395 ; SN003504,estan sentados juntos o mezclados,sie sitzen beisammen oder durcheinander
XV002006,gyr,ayesei,,,"I wash myself, I bathe",,,Hoeller 1932a:299,SN003396,"me estoy lavando, bañando","ich wasche mich, bade mich"
XV002007,gyr,iyesɨiusuai,,,he/she has a strong cramp in the legs,,,Hoeller 1932a:299,SN003397,tiene un calambre fuerte en las piernas,er hat einen starken Krampf in den Schenkeln
XV002008,gyr,oyesɨro (2019: oñesɨ̈ro),,,they are lining up in rows,,,Hoeller 1932a:343,SN003398,se están poniendo en filas,sie stellen sich in Reihen auf
XV002009,gyr,che yesɨ'o pɨpete,,,I choke on my food,,,Hoeller 1932a:299,SN003399,"me atranco, me asfixio con la comida","ich verschlucke mich, ersticke am Essen"
XV002010,gyr,che yesɨ'opɨpete,,,I choke on the food,,,Hoeller 1932a:182,SN003401,me ahogo por la comida,ich ersticke am Essen
XV002011,gyr,ayesu,,,"I am located, I appear, I find myself",,,Hoeller 1932a:300,SN003402,"estoy ubicado/-a, aparezco, me encuentro","ich befinde mich, erscheine, finde mich"
XV002012,gyr,yetapa,,,scissors,,,Hoeller 1932a:297,SN003405,tijera,die Schere
XV002013,gyr,iyetei va'e,,,happy,,,Hoeller 1932a:297,SN003408,feliz,glücklich
XV002014,gyr,yetɨrä,,,a species of liana that is similar to a sweet potato,,,Hoeller 1932a:298,SN003409,una especie de bejuco parecido al camote,"eine Lianenart, ähnlich der Süßkartoffel"
XV002015,gyr,oyetu'u iturukwar,,,"her dress draggles on the floor, she wears a dress with train",,,Hoeller 1932a:298,SN003411,"su vestido esta arrastrando en el piso, lleva una cola de vestido","ihr Kleid schleift nach, sie trägt eine Schleppe"
XV002016,gyr,"cheyeupe, ndeyeupe, oyeupe",,,"I to myself, you to yourself, he to himself/she to herself",,,Hoeller 1932a:298,SN003413,"yo a mí mismo, tu a tí mismo, él/ella a si mismo","ich mir, du dir, er sich"
XV002017,gyr,ayeupi,,,I am ascending,,,Hoeller 1932a:298,SN003414,estoy ascendiendo,ich steige empor
XV002018,gyr,oyevɨrino,,,"he/she did it once again, again",,,Hoeller 1932a:290,SN003417,él/ella lo hizo otra vez,er macht es noch einmal
XV002019,gyr,amombe'uyevɨ,,,I repeat what was said,,,"Hoeller 1932a:290, 1929: 125",SN003417,repito lo dicho,ich wiederhole das Gesagte
XV002020,gyr,ayeyai,,,"I laugh about myself, e.g. because I made a mistake",,,Hoeller 1932a:298,SN003418,"me río de mi mismo/-a, p.e. poque me equivoqué","ich muss über mich lachen, weil ich z.B. mich geirrt habe"
XV002021,gyr,yeyu ɨ,,,"a species of tree, cajaranda",,,Hoeller 1932a:298,SN003421,"especie de árbol, carajanda(?)","ein Baum, Gattung: Cajaranda"
XV002022,gyr,ayerurupeka,,,I am yawning,,,Hoeller 1932a:298,SN003424,estoy bostezando,ich gähne
XV002023,gyr,aye'eko e mba'e rese/pɨpe,,,I differ in this respect,,,Hoeller 1932a:289,SN003426,me distingo en esto,ich unterscheide mich dadurch oder darin
XV002024,gyr,"ye'epiaka, yepiaka",,,mirror,,,Hoeller 1932a:290,SN003427,espejo,Spiegel
XV002025,gyr,aye'ereko ai asɨ,,,"I do hard penitence, I hold myself tight(?)",,,Hoeller 1932a:290,SN003428,"estoy haciendo mucha penitencia, estoy viviendo escaso(?)","ich tue harte Buße, halte mich knapp"
XV002026,gyr,añemï,,,I hide,,,Hoeller 1932a:152,SN003431,me escondo,ich verberge mich
XV002027,gyr,ayeaɨsu,,,I love myself,,,Hoeller 1932a:287,SN003431,me amo,ich liebe mich
XV002028,gyr,oyɨ mimoi,,,"the food is cooked, ready",,,Hoeller 1932a:301,SN003432,"la comida está cocinada, lista","das Essen ist gekocht, fertig"
XV002029,gyr,che ɨkie,,,"my side, my ribs",,,Hoeller 1932a:302,SN003435,"mi lado, mis costillas","meine Seite, meine Rippen"
XV002030,gyr,turukwar yɨmar va'e,,,old garment,,,Hoeller 1932a:302,SN003437,vestido viejo,altes Gewand
XV002031,gyr,yɨpɨ ve,,,"initially, before, first",,,Hoeller 1932a:302,SN003439,"al inicio, antes de, primero","anfangs, vorher, zuerst"
XV002032,gyr,yɨpɨtɨpɨtɨ ai oñe'e,,,he/she often stumbles when talking,,,Hoeller 1932a:302,SN003442,muchas veces se atraganta al hablar,er bleibt oft stecken beim Reden
XV002033,gyr,yɨpɨ ve ogwapɨ,,,"he/she sat at his/her side, beside him/her",,,Hoeller 1932a:302,SN003443,estaba sentado a su lado,"er saß an seiner Seite, neben ihm"
XV002034,gyr,yɨrata'a,,,"the fruit of the tree, it can be used to make ink",,,Hoeller 1932a:303,SN003445,"fruta del árbol tinto, se pueder hacer una tinta de ella","die Frucht des Baumes, aus der Tinte gemacht werden kann"
XV002035,gyr,okienda ɨta,,,door post,,,Hoeller 1932a:303,SN003450,la jamba de la puerta,Türpfosten
XV002036,gyr,amboayɨtɨ,,,I don't answer him/her,,,Hoeller 1932a:303,SN003452,le dejo sin respuesta,ich lasse ihn ohne Antwort
XV002037,gyr,ayeyɨva a'ä / asä'ä che yɨva rese,,,I measure it by instep or arm,,,Hoeller 1932a:301,SN003455,lo mido con el largo del brazo,ich messe es nach Spannlängen oder Armlängen ab
XV002038,gyr,eyapo ko yɨvantaï va'e,,,make (the board) very thin,,,Hoeller 1932a:301,SN003460,haz (la tabla) bien delgada,mach (das Brett) recht dünn
XV002039,gyr,yɨvapëka kandɨ,,,"hunchback, hump",,,Hoeller 1932a:301,SN003461,"joroba, giba","Buckel, Höcker"
XV002040,gyr,yɨvɨu popɨ ɨ̈gwɨ̈rï / gwɨrï,,,"the border area of the pampa, the outmost strip of pampa",,,Hoeller 1932a:302,SN003462,"el límite de la pampa, la parte al margen","das Grenzgebiet der Pampa, der äußerste Pampastreifen"
XV002041,gyr,gwaka ro'o ɨvɨr,,,fresh meat,,,Hoeller 1932a:302,SN003463,carne fresca,frisches Fleisch
XV002042,gyr,yepea yɨvɨve (2019: yɨvɨ va'e),,,"green, fresh firewood",,,Hoeller 1932a:302,SN003463,"leña fresca, verde","frisches, grünes Brennholz"
XV002043,gyr,oyoakɨkwekɨkwer,,,one behind the other,,,Hoeller 1932a:306,SN003466,uno tras del otro,einer hinter dem andern
XV002044,gyr,ɨ yoapir omoñeapɨ̈gwɨ̈ï ɨ'ar,,,"the waves made the boat overturn, they sank the boat",,,Hoeller 1932a:306,SN003468,las olas hicieron hundirse al bote,"die Wogen haben das Boot gekentert, versenkt"
XV002045,gyr,amboyoapɨ,,,"I repeat it, I adjoin it, I expand it",,,Hoeller 1932a:306,SN003469,"lo estoy repitiendo, añadiendo, aumentando","ich wiederhole es, füge es hinzu, erweitere es"
XV002046,gyr,oyoapɨrve tou,,,"one comes after the other, i.e. one sows in rows",,,Hoeller 1932a:306,SN003470,"viene uno tras del otro, es decir se siembra en filas","es kommt eins nach dem andern, d.h. es wird in Reihen gesät"
XV002047,gyr,ɨvɨtɨr yoapɨsa,,,mountain chain,,,Hoeller 1932a:306,SN003471,cordillera,Gebirgskette
XV002048,gyr,amboyoasa,,,"I make it intersect, I put it across, I make two beams cross",,,Hoeller 1932a:307,SN003472,"lo cruzo, lo pongo transversal, hago cruzarse dos vigas","ich kreuze es, mache es quer, lasse zwei Balken sich kreuzen"
XV002049,gyr,ore pɨ'a yoavɨi,,,we don't have the same opinion or attitude,,,Hoeller 1932a:306,SN003473,no tenemos la misma opinion,wir sind nicht der gleichen Meinung oder Gesinnung
XV002050,gyr,che yoecha,,,my namesake,,,Hoeller 1932a:303,SN003474,mi tocayo/-a,mein Namensvetter
XV002051,gyr,ndoyoeko rupi ñande repiaka (2019: ndoyoeko yoyai yande repiaka),,,each of us looks different,,,Hoeller 1932a:307,SN003475,todos tenemos un aspecto diferente (cada uno),wir haben jeder ein anderes Aussehen
XV002052,gyr,oyoesese tupɨrɨ yourekoi,,,"they walk well ordered, in procession",,,Hoeller 1932a:307,SN003476,"estan caminando en órden, en procesión","sie gehen in schöner Ordnung, in Prozession"
XV002053,gyr,oyoeseve yourekoi (2019: oyeseve yurekoi),,,"they reach each other, they are together",,,Hoeller 1932a:307,SN003477,"se alcanzan, están juntos","sie erreichen einander, sind beisammen"
XV002054,gyr,oyoɨpɨ yougwenoï (2019: oyeɨpɨ yuvɨnoï yuvɨreko),,,the sat side by side,,,Hoeller 1932a:307,SN003478,estaban sentados uno al lado del otro,sie saßen Seite an Seite
XV002055,gyr,amopoyoɨvɨ,,,I twist it like a thread,,,Hoeller 1932a:307,SN003479,lo estoy enrollando como un hilo,ich drehe es zusammen wie Faden
XV002056,gyr,oyoɨvɨrï yourekoi,,,they walk together,,,Hoeller 1932a:307,SN003480,están caminando juntos,sie gehen miteinander
XV002057,gyr,ayokienda vo,,,I close the door,,,Hoeller 1932a:303,SN003482,cierro la puerta,ich sperre die Tür zu
XV002058,gyr,yayope,,,"we stand in a row, we make a front line",,,Hoeller 1932a:308,SN003488,"pongámonos en una fila, formemos una frente","stellen wir uns in einer Reihe auf, bilden wie eine Front"
XV002059,gyr,oyope'e arɨ asukar,,,the sun heats up the sugar,,,Hoeller 1932a:304,SN003489,el sol está calentando el azúcar,die Sonne erwärmt den Zucker
XV002060,gyr,oyopɨ seraso,,,he/she took it with him/her covered,,,Hoeller 1932a:304,SN003492,se lo llevó tapado,er/sie hat es verschlossen mitgenommen
XV002061,gyr,oyopɨpe yourekoi,,,they are one inside the other like glasses of different sizes; also: they are together in the canoe,,,Hoeller 1932a:308,SN003493,están uno dentro del otro como vasos de diferentes tamaños; también: están juntos en la canoa,sie liegen ineinander wie Gläser verschiedener Größe; item: sie sind beisammen im Kanu
XV002062,gyr,apirapoi,,,I am fishing,,,Hoeller 1932a:305,SN003496,estoy pescando,ich fische
XV002063,gyr,oyopuri yourekoi,,,"they are together (still, not moving)",,,Hoeller 1932a:308,SN003498,"están juntos (tranquilos, no en movimiento)","sie sind beisammen, (in Ruhe, nicht auf dem Marsche)"
XV002064,gyr,ayora iangaipa sui,,,I give him/her the absolution of his/her sins,,,Hoeller 1932a:305,SN003499,le doy absolución por sus pecados,ich spreche ihn von den Sünden los
XV002065,gyr,iyosa,,,"it bites, itches, scratches, burns",,,Hoeller 1932a:303,SN003500,"está dando comezón, ardiendo","es beißt, juckt, kratzt, brennt"
XV002066,gyr,ayosei ɨ taku pɨpe,,,I wash it with warm water,,,Hoeller 1932a:305,SN003501,lo lavo en agua caliente,ich wasche es in warmem Wasser
XV002067,gyr,eyosɨi ko mesä ɨ pɨpe,,,clean this table with water; wipe it clean,,,Hoeller 1932a:305,SN003502,"limpia esta mesa con agua, frotála","reib diesen Tisch mit Wasser ab, scheuere ihn"
XV002068,gyr,ayesu,,,"I find myself, I appear, I shine(?)",,,Hoeller 1932a:305,SN003503,"me encuentro, aparezco, brillo(?)","ich finde mich, erscheine, scheine auf"
XV002069,gyr,oyougwenoña (2019: yuvɨnoña yuvɨreko),,,they walk together,,,Hoeller 1932a:308,SN003504 ; SN003508,están caminando juntos/-as,sie laufen mitsammen
XV002070,gyr,oyougwerekoi (2019: yuvɨrekoi yuvɨreko),,,they are,,,Hoeller 1932a:308,SN003504 ; SN003512,ellos son,sie sind
XV002071,gyr,oyougwenoä (2019: oyuvɨnoä yuvɨreko),,,they stand together,,,Hoeller 1932a:308,SN003506,están parados/-as juntos/-as,sie stehen beisammen
XV002072,gyr,oyougwenoï (2019: oyuvɨnoï yuvɨreko),,,they are sitting together,,,Hoeller 1932a:308,SN003507,están sentados/-as juntos/-as,sie sitzen beisammen
XV002073,gyr,younosë (2019: yunosë yuvɨreko),,,they left,,,"Hoeller 1929:Y, 134",SN003509,se fueron,sie gingen los
XV002074,gyr,oyoupi oyouraso (2019: oyupi oyɨraso yuvɨreko),,,they went together,,,Hoeller 1932a:308,SN003510 ; SN003513,se fueron juntos/-as,sie gingen mitsammen fort
XV002075,gyr,oyougweraso (2019: yuvɨraso yurɨreko),,,they go away,,,Hoeller 1932a:308,SN003511,se están yendo,sie gehen fort
XV002076,gyr,oyounoï (2019: oyunoï yuvɨreko),,,they are sitting,,,Hoeller 1932a:308,SN003513,están sentados,sie sitzen
XV002077,gyr,younoambe (2019: yunoambe yuvɨreko),,,they are standing together,,,Hoeller 1932a:308,SN003513,están parados juntos,sie stehen zusammen
XV002078,gyr,oyovaive,,,"on both sides, double",,,Hoeller 1932a:307,SN003514,"en los dos lados, doble","auf beiden Seiten, doppelt"
XV002079,gyr,oyovaichi,,,they meet each other,,,Hoeller 1932a:307,SN003515,se encuentran,sie treffen aufeinander
XV002080,gyr,amboyovaicho,,,"I give him/her a companion, I put them together like two boys for marching",,,Hoeller 1932a:307,SN003516,"le doy un compañero, les pongo juntos (uno con otro) como dos chicos al marchar","ich geben ihm einen Gefährten, spanne ihn mit einem zusammen wie zwei Buben beim Marschieren"
XV002081,gyr,teko yoya,,,equality,,,Hoeller 1932a:308,SN003520,igualdad,Gleichheit
XV002082,gyr,ayoyai,,,I laugh about myself or about my mistake,,,Hoeller 1932a:305,SN003522,"me estoy riendo de mí, de mi error",ich lache über mich oder meinen Irrtum
XV002083,gyr,che yoyoi,,,"I am burping, I have the hickups",,,Hoeller 1932a:303,SN003523,estoy con hipo,"ich habe das Schnaggeln, Aufstoßen"
XV002084,gyr,oyo'a va'e,,,one above the other,,,Hoeller 1932a:306,SN003524,uno encima del otro,einer überm andern
XV002085,gyr,ɨ raperä ayo'o ɨvɨ,,,I make excavations or I am digging a way to the water,,,Hoeller 1932a:304,SN003525,estoy haciendo excavaciones o estoy cavando para un camino al agua,ich mache Erdarbeiten oder grabe für einen Weg zum Wasser
XV002086,gyr,ayo'o che tö,,,I remove my chigoe,,,Hoeller 1932a:158,SN003525,yo saco mi nigua,ich steche meinen Sandfloh heraus
