ID,Language_ID,Headword,Part_Of_Speech,Borrowed_Word,Comment,Dialect_Genderlect_Info,Entry_IDs,Language_of_Origin,Media_IDs,Paradigm,Source_Citation_Form,Variant_Form
yarachiku,gyr,yarachiku,n,,,,,gyr,2cc4ba5aafb2bb6bc4a3811ed5e6b60a,,yarachicu (Hoeller 1932a:283); yarachicu - yarachicuape (Hoeller 1929:122),
yarachikwape,gyr,yarachikwape,n,,,,,gyr,,,yarachicu - yarachicuape (Hoeller 1929:122),
yarachita,gyr,yarachita,n,,,,,gyr,13f1ba45cb638161c7e98ee0c5936cf7,,yarachita (Hoeller 1932a:283); yarachita (Hoeller 1929:122),
LX001853,gyr,yarakachi'a,n,,,,,gyr,200d527b9a58424f9bb4a68b9c429116,,-; yaracachîa (Hoeller 1929:122),
LX001854,gyr,yarakɨta,n,,,,,gyr,,,yaraquìta (Hoeller 1932a:283); yaraquǐta (Hoeller 1929:122),
yarakwaa,gyr,yarakwaa,n,,,,,gyr,0f7afd48a43350866ceaddfc3d62edea,"che arakwa, nde arakwa, yarakwa",yaracuaa (Hoeller 1932a:283),yarakwa
yarara,gyr,yarara,n,,,,,gyr,b878ac699830af49d6ebf56d64cb8f8b,,yarara (Hoeller 1932a:283); yarara (Hoeller 1929:122),
yari_katu,gyr,yari katu,n,,,,,gyr,,,-; yari catu (Hoeller 1929:122),
LX001855,gyr,yarɨ,n,,,,,gyr,510da87154f97448c0725496a2780b5c,"che yari, nde yari, iyari","yarì (Hoeller 1932a:283); yari, che yarí (Hoeller 1929:122)",yari
yaro,gyr,yaro,v,,,,aro,gyr,80382c5baf98bed8f4cef1986d205cef,"ayaro, ereyaro, oyaro, che ayearo, che mboyearo (me está gastando), che yearo ëgwaë'itëi (mi último día)","yaro (Hoeller 1932a:283); yaro, ayaro - oyearo = opazení (Hoeller 1929:122); aro, ayaro (Hoeller 1932a:33)",
yaronoto_cheu,gyr,yaronoto cheu,exp,,,,,gyr,,,-; yaronoto cheu (Hoeller 1929:122),
yasana,gyr,yasana,n,,,,,gyr,,,yazana (Hoeller 1932a:285); yazana (Hoeller 1929:123),
yaseko,gyr,yaseko,v,,,,,gyr,ffff7f6b50bad0f3dc372efd648456f4,"ayaseko, ereyaseko, oyaseko, a'e oyemboyaseko","yazeco (Hoeller 1932a:286); yazeco, ayazeco - oyazeco (Hoeller 1929:123)",
yaseo,gyr,yaseo,v,,,,,gyr,bd9e93a8057efe624e96ce4a26ab5aa4,ayaseo,yazeo (Hoeller 1932a:286); yazeo - oyazeo apireý ai (Hoeller 1929:123),
LX001856,gyr,yasɨ,n,,2019: this is currently also given as a first name to girls (even though the Guarayo moon is masculine; but spa.: la luna),,,gyr,efc6f0e61aec1634c7c46e660758546c,,yazì (Hoeller 1932a:286); yazǐ - yazǐ endi cátubae - yazǐ yecua minibae - yazǐ mini yangai mini (Hoeller 1929:123),
LX001857,gyr,yasɨ endɨ,n,,,,,gyr,ef9eb320c7e6fa4ab414756cabd5b850,,yazì (Hoeller 1932a:286); yazǐ - yazǐ endi cátubae - yazǐ yecua minibae - yazǐ mini yangai mini (Hoeller 1929:123),
LX001858,gyr,yasɨ sugwai va'e,n,,,,rugwai ; sugwai,gyr,f42f27e12280c2ca8a4374431a307e36,,yazìtata (Hoeller 1932a:286); yazǐ tata - yazǐ guazu - yazǐ zuguaíbae (Hoeller 1929:123),
LX001859,gyr,yasɨa,v,,,,LX000150,gyr,a3ba833c93bdc17dad4c6324fd0a6822,"ayasɨa, ereyasɨa, oyasɨa, a'e che asɨa",yazìa (Hoeller 1932a:286),
LX001860,gyr,yasɨtata,n,,,,,gyr,bab2260d501a4d182bc23016960de576,,yazìtata (Hoeller 1932a:286); yazǐ tata - yazǐ guazu - yazǐ zuguaíbae (Hoeller 1929:123),
LX001861,gyr,yasɨtata gwasu,n,,,,,gyr,9df475ba6dc24f572b4ee4742e010cdc,,"yazìtata, yazìtata guazu (Hoeller 1932a:286); yazǐ tata - yazǐ guazu - yazǐ zuguaíbae (Hoeller 1929:123)",
yasoi,gyr,yasoi,v,,,Ascensión,,gyr,,ayasoi,yazoi (Hoeller 1932a:286),
yasose,gyr,yasose,v,,,obsolete,,gyr,,ayasose,"yazoze (Hoeller 1932a:286); azoze, yazoze (Hoeller 1932a:38)",
yasoya,gyr,yasoya,n,,,Ascension,,gyr,,,yazoya (Hoeller 1932a:286); yazoya (Hoeller 1929:123),
yasu,gyr,yasu,v,,,,,gyr,189abfb6a697097a6e10e61a4defd414,"ayasu, ereyasu, oyasu, a'e omboyasu, che amboyasu, che mboyasu","yazu (Hoeller 1932a:286); yazu, ayazu - acuera guiyazu - yazuca (Hoeller 1929:123)",
yasuru,gyr,yasuru,n,,,,asuru,gyr,3c62cd0586152f042c634b907154eca8,,yazuru (Hoeller 1932a:287); yazurubae (Hoeller 1929:124),
yata,gyr,yata,n,,,,ata,gyr,6e7bd56f35ae41162f0aedecec7755bd,"che ata, yata",yata (Hoeller 1932a:284); yata (Hoeller 1929:122),
LX001862,gyr,yatakäpï,n,,,,,gyr,,,yatacampĩ (Hoeller 1932a:284); yata câmpi (Hoeller 1929:122),yatakämpï
LX001863,gyr,yatapɨ,v,,,,,gyr,6595cd9801f83217af2da62703c00df2 ; 6a3a96cee048dfa83e9cab6c1fb9cd6d,"ayatapɨ, ereyatapɨ, oyatapɨ, che mboyatapɨ (me hizo juntar fuego); che atapɨ","yatapì (Hoeller 1932a:284); yatapǐ, ayatapǐ (Hoeller 1929:122)",
yatavochi,gyr,yatavochi,n,,,,,gyr,517b9796d4e513ecc199322138c1c60c,,yatabochi (Hoeller 1932a:284); yatabochi (Hoeller 1929:122),
LX001864,gyr,yata'ɨ,n,,,,,gyr,28ef0fccd22c2dc13760e3403d9ec915,,yataì (Hoeller 1932a:284); yatái (Hoeller 1929:122),
LX001865,gyr,yata'ɨva,n,,2019: yataɨ'a,,,gyr,28ef0fccd22c2dc13760e3403d9ec915 ; f8d4d86a1a5101c11e15f6e44efcef6a,,-; yataǐba (Hoeller 1929:122),
yatevu,gyr,yatevu,n,,,,,gyr,b5b4b82da922add9ccc54aa2670be3dd,,yatebu (Hoeller 1932a:284) ; ñatebǐ = yatebǐ (Hoeller 1929:64) ; yatebu (Hoeller 1929:122),
LX001866,gyr,yatɨ,v,,,,LX001867,gyr,5234fc7aae7d548861329d68af3bb55d,"ayatɨ, ereyatɨ, oyatɨ, che atɨ",yatì (Hoeller 1932a:284),
LX001867,gyr,yatɨ,n,,,,LX000158 ; LX001866,gyr,,,yatì (Hoeller 1932a:284); yatǐ (Hoeller 1929:123),
LX001868,gyr,yatɨka,v,,,,LX000159,gyr,08fe2e5be4ddbaa08e5b15f2c256d62b,"ayatɨka, ereyatɨka, oyatɨka, che atɨka",yatìca (Hoeller 1932a:284),
LX001869,gyr,yatɨta,n,,,,,gyr,a4532096c64912b51b352b6fc8c76735,,-; yatǐta (Hoeller 1929:123),
LX001870,gyr,yatɨva imbo?,n,,"not confirmed, maybe yaitɨva'imbo?",,chimbo_2,gyr,,,-; yatǐba imbo (Hoeller 1929:123),
LX001871,gyr,yatopë va'e,n,,,,ato ; LX001012,gyr,d4748ace19f83d0b47774cb5901e6b29,,yato (Hoeller 1932a:284) ; yatópêbae (Hoeller 1929:123),
yavai,gyr,yavai,n,,,,,gyr,,,"yabai, yabaibae (Hoeller 1932a:272); yabai v. abai - ndayabai (Hoeller 1929:117)",
yavaite,gyr,yavaite,n,,,,,gyr,,"che avaite, nde avaite, yavaite","yavaete (Hoeller 1932a:285); avaite, yavaite (Hoeller 1929:15)",yavaete
yavarer,gyr,yavarer,n,,,,,gyr,fb04b9fd735d78c13475cdec8319acdb,,yabairer (Hoeller 1932a:272); yabae (Hoeller 1929:117),
yavei,gyr,yavei,adv,,,,avei,gyr,,"avei, iyavei/yavei","yabéi - co ya abéi (Hoeller 1929:117); yabei, co yabei (Hoeller 1932a:272); abei, abei no (Hoeller 1932a:4)",
yaveva,gyr,yaveva,v,,not confirmed,,,gyr,,,-; yabeba (Hoeller 1929:117),
LX001872,gyr,yavevɨrä,n,,,,yavevru,gyr,,,-; yabebǐr - yabebǐr râchi - yabebǐrna (Hoeller 1929:118),
yavevru,gyr,yavevru,n,,,,,gyr,aba5abebbf3c188cca4de185b464e072,,yabebru (Hoeller 1932a:272); yabebǐr - yabebǐr râchi - yabebǐrna (Hoeller 1929:118),
yaviu,gyr,yaviu,v,,,,aviu,gyr,118a61e3706f09504b8f847f5e827258,"ayaviu, che aviu",yabiu (Hoeller 1932a:273),
LX001873,gyr,yavɨ,v,,,,LX000172,gyr,55a8f1d932d49d32b06a19f5fdd31eed,"ayavɨ, ereyavɨ, oyavɨ","yabìi (Hoeller 1932a:272) ; abǐi (Hoeller 1929:4); yabǐ, ayabǐ, abǐi (Hoeller 1929:118)",yavɨi
LX001874,gyr,yavɨkɨ,v,,,,,gyr,31379c4343ac1cec5a973c5474e8d057,"ayavɨkɨ, ereyavɨkɨ, oyavɨkɨ","yabìquì (Hoeller 1932a:272); yabǐquǐ, ayabǐquǐ ieche[?] (Hoeller 1929:118)",
LX001875,gyr,yavɨye,n,,,,LX000176,gyr,d663e01710facec205b06f6a19a920a2,"yavɨye oɨ, yavɨye kove, yavɨye ɨvonde",yaguye (Hoeller 1932a:275),
yavochi,gyr,yavochi,n,,,,,gyr,9479ff91ab2112c71ba0a06fed9e4418,,yabochi (Hoeller 1932a:273) ; tatu - yabochi imongar (Hoeller 1929:100); yabochi - yabochi pirer (Hoeller 1929:118),
LX001876,gyr,yavo'o,v,,,,LX000180,gyr,a46ba63bccf9c9d0eb69e80719891892,"ayavo'o, ereyavo'o, oyavo'o, che avo'o, ayeavo'o","yaboo (Hoeller 1932a:273); yavoo (Hoeller 1932a:285) ; ayavoo = yaboo - aza voo (Hoeller 1929:123); yaboo, ayaboo/iyaboo, aiyaboo? (Hoeller 1929:118)",
yaya,gyr,yaya,v,,,,ya_2,gyr,9072247940a90dbb7fe2efde71720894,"ayaya, ereyaya, oyaya, amboyaya",yaya (Hoeller 1932a:285); ya - oya - oyaya (Hoeller 1929:117),
yaye,gyr,yaye,adv,,semi-obsolete Hoeller (1932); not used anymore (2019),,,gyr,,,yaye (Hoeller 1932a:285); yaye (Hoeller 1929:123),
LX001877,gyr,yayɨ,n,,,,LX000184 ; LX001847,gyr,a4420004d2780b563f2651857640519f,"che ayɨ, nde ayɨ, yayɨ, so'o yayɨ",yayì (Hoeller 1932a:285),
LX001878,gyr,yayɨrape,n,,,,,gyr,,,-; yayǐrápe (Hoeller 1929:123),
LX001879,gyr,yayuma?,v,,"not confirmed, not resolved",,,gyr,,ayayuma,"-; yayuma, ayayuma (Hoeller 1929:123)",
LX001880,gyr,yayurapë va'e?,n,,,,LX000186,gyr,,,-; yayurapêbae (Hoeller 1929:123),
LX001881,gyr,yayurupɨ,n,,,,yuru ; yura,gyr,,,-; yúrupǐ (Hoeller 1929:137),
LX001882,gyr,yayurupɨr,n,,,,,gyr,94cc6e1052fa2e9bed2e48f3cdb06ebb,,yayu (Hoeller 1932a:285); yayurupǐr (Hoeller 1929:123),
LX001883,gyr,ya'o,n,,,,LX000822,gyr,a4c4b5b7986c8c27d71452dd5072ed6d,amboya'o,yao (Hoeller 1932a:277),iya'o
ya-_5,gyr,ya-,pref,,marker of active verbs of the a-paradigm,,,gyr,7ee256d1f41878b6af4f5b5a9aacea3e,"1PL.incl-V; yasepia, yagwata, yakaru",ya (Hoeller 1932a:271); ya (Hoeller 1929:117); ña (Hoeller 1932a:148),
ye,gyr,ye,part,,,,LX000190,gyr,,,ye (Hoeller 1932a:287); ye - iye yeteî (Hoeller 1929:124),
LX001884,gyr,yeaitɨ,v,,,,,gyr,458b2a67b76f198085e20783d7d5dfea,"ayeaitɨ, ereyeaitɨ, oyeaitɨ","yeaitì (Hoeller 1932a:287); yaitǐ, che pǐayaitǐ - ayeaitǐ (Hoeller 1929:119)",
LX001885,gyr,yeaɨvɨ,v,,,,,gyr,,"ayea'ɨvɨ, amboyea'ɨvɨ",aìbì (Hoeller 1932a:12); aǐbǐ (Hoeller 1929:6),
LX001886,gyr,yeaɨ'u,v,,,,LX001817,gyr,1847e772dd11463cf216981170336af9,"ayeaɨ'u, oyeaɨ'u, che mboyeaɨ'u che sɨ",yeaìuze (Hoeller 1932a:287); yeaǐuze (Hoeller 1929:124),
LX001887,gyr,yeakɨkwei,n,,,,,gyr,97ac70ccaafd6d49db3b225e533b2d34,"oroyeakɨkwei, oyeakɨkwei",-; yaquǐcuer (Hoeller 1929:121),
yeakuchirapa,gyr,yeakuchirapa,v,,,,,gyr,9f157217ac6b847487d6d67626c6f7e8,"ayeakuchirapa, ereyeakuchirapa, oyeakuchirapa, che mboyeakuchirapa, ayeakuchirapapota","cuchirapa (Hoeller 1932a:60); cuchirapa, oyecuchirapa (Hoeller 1929:24); -; quǐchirapa - ayeaquǐchirapa (Hoeller 1929:88); quǐchirapa ? ayaquǐchirapa (Hoeller 1929:89)",yeakɨchirapa
yeango,gyr,yeango,v,,only used in reflexive form (ye-),,,gyr,,ayeango ichui,"ango, ayeango ichui (Hoeller 1932a:17)",
yeao,gyr,yeao,v,,,,,gyr,b07d04414a6be4ed35aacc2d7837daf7,ayeao,yeao (Hoeller 1932a:287),
yeaosa,gyr,yeaosa,n,,-sa NMLZ with reflexive verb,,iyeao_agwer,gyr,16199c49fbfa5cbc56481fb0f9ce25ad,,-; yaoza (Hoeller 1929:120),
yeapa,gyr,yeapa,v,,,,apa ; yapa,gyr,6bb29617c4a9c91445f4250803bcf94d,"ayeapa, ereyeapa, oyeapa",yeapa (Hoeller 1932a:287); (mbae) yeapa (Hoeller 1929:124),
yeapakwa,gyr,yeapakwa,v,,,,yapakwa ; apakwa,gyr,,"ayapakwa, ereyapakwa, oyapakwa","yapacua, ayapacua - ayapacura (Hoeller 1929:120); yapacua (Hoeller 1932a:278)",
yeapindo,gyr,yeapindo,v,,,,,gyr,bb782fadcc30d32de96f4c446c219e83,"ayeapindo, oyeapindo","yeapindo (Hoeller 1932a:287); yeapin, oyeapindo (Hoeller 1929:124)",
LX001888,gyr,yeapɨmona,v,,,,,gyr,deed2a7ca53d5ee9412a620cab55a64b,,yeapumona (Hoeller 1932a:288),yeapumona
LX001889,gyr,yeapɨsaka,v,,,,LX000105,gyr,a8e02c1d3c29acfea8eedb03a32a7d15,"ayeapɨsaka sese, oyeapɨsaka che rese","yapìzaca (Hoeller 1932a:281); apìzaca, ayapìzaca zeze (Hoeller 1932a:25); apǐzaca, ayapǐzaca (Hoeller 1929:11)",
LX001890,gyr,yeapɨ'apa,v,,,,,gyr,d5f4aa17ce459995fa188b11812fadff,oyeapɨ'apa,yeapì apa (Hoeller 1932a:287),
LX001891,gyr,yeapɨ̈vɨi,v,,,,,gyr,,añapɨ̈vɨi,"pỹguìi, aipỹguìi (Hoeller 1932a:187)",ñeapɨ̈vɨi
yearo,gyr,yearo,v,,,,,gyr,7e00d4db3cc9bbb65063a7afed92307f,"ayaro, ereyaro, oyaro, che ayearo, che mboyearo (me está gastando), che yearo ëgwaë'itëi (mi último día)","yaro (Hoeller 1932a:283); yaro, ayaro - oyearo = opazení (Hoeller 1929:122); aro, ayaro (Hoeller 1932a:33)",
yeasapa,gyr,yeasapa,n,,,,,gyr,,iyeasapa,yeazapa (Hoeller 1932a:288); yeazape v.g. iyeazapembǐter zecoi (Hoeller 1929:124),
yeasei,gyr,yeasei,v,,,,,gyr,,ayeasei,"yeazei (Hoeller 1932a:288); yeaze, ayeazei (zeze) (Hoeller 1929:124)",
LX001892,gyr,yea'uva,v,,,,,gyr,6eec12587b065f9ef084af226d6fbd3e,"ayea'uva, ereyea'uva, oyea'uva","auba (Hoeller 1932a:35; Hoeller 1929:14); yeauba, ayeauba, aìba (Hoeller 1932a:288)",ya'uva
yeereko_aisa,gyr,yeereko aisa,n,,"Hoeller wanted to say yeereko asɨsa 'regret, repent'",,LX001893,gyr,f4589f989ebe460a4f33c378d6ba6360,,"-; yeereco aiza - ayeereco azǐ (Hoeller 1929:125); yeereco, yeerecoaica (Hoeller 1932a:290)",yeerekoaika
LX001893,gyr,yeereko asɨ,v,,,,LX000149,gyr,5590fd642be2d3e06b655df69be07545,"che ayereko asɨ, nde ereyereko asɨ",-; yeereco aiza - ayeereco azǐ (Hoeller 1929:125),
LX001894,gyr,yeereko asɨsa,n,,,,,gyr,62c07b2b8c0252843dca8190471e33b7,,"-; yeereco aiza - ayeereco azǐ (Hoeller 1929:125); yeereco, yeerecoaica (Hoeller 1932a:290); -; yeereco aiza - ayeereco azǐ (Hoeller 1929:125)",
yegwa,gyr,yegwa,n,,,,mboyegwa,gyr,57a988c93aaca761ca775636aa6b6ef0,che yegwa,yegua (Hoeller 1932a:290) ; yegua - ayegua - ayeguabae - ayemoyegua (Hoeller 1929:125),
yegwaka,gyr,yegwaka,n,,,,yegwa,gyr,cd619b6395d83ddf4164749a8d3342e2,"che yegwaka, che mboyegwaka","yeguaca (Hoeller 1932a:290, 302); yeguaca - amboyeguaca - yuyeguaca (Hoeller 1929:125); yìguaca (Hoeller 1932a:302)",yɨgwaka
LX001895,gyr,yegwaru?,n,,not confirmed,,,gyr,,che yegwaru,-; yeguaru - che yeguaru (Hoeller 1929:125),
LX001896,gyr,yeɨvo,v,,not confirmed,,,gyr,,ayeɨvo,"-; yeǐbo, ayeǐbo (Hoeller 1929:125)",
yeka,gyr,yeka,v,,,,ka ; yoka,gyr,,ayeka,yeca (Hoeller 1932a:288),
yekasa,gyr,yekasa,n,,,,,gyr,,,"-; yecaza, oyecabae (Hoeller 1929:124)",
yekiendapasa,gyr,yekiendapasa,n,,this form is only known as either yɨkeapasa or yekandasa,,,gyr,,,"yequiendapaza (Hoeller 1932a:295); yecandaza, yeapaza (Hoeller 1929:124)",
LX001897,gyr,yekɨi,v,,,,,gyr,,ayɨkɨ,"-; yǐquǐ, ayǐquǐ (Hoeller 1929:132)",yɨkɨ
LX001898,gyr,yekɨi,v,,,,LX001358,gyr,,ayekɨi,"yequìi (Hoeller 1932a:295); yequǐ, ayequǐi - oyequǐ yequǐ (Hoeller 1929:127)",
LX001899,gyr,yekɨ̈chï,v,,,,LX000530,gyr,,,yequỹchĩ (Hoeller 1932a:295),
LX001900,gyr,yekɨ̈rä,n,,2019: known as ñokɨrä,,,gyr,,,yequỹrã (Hoeller 1932a:295),
yeko,gyr,yeko,v,,,,ko_1,gyr,,ayeko,"yeco (Hoeller 1932a:288); yeco, ayeco zeze, amoyeco z. zoze[?] (Hoeller 1929:124)",
yekomomini,gyr,yekomomini,v,,,,,gyr,128579982a5048c546de947f5858c3cd,ayekomomini,"-; yeco, ayeco mini - oyeco mombeu ye upee (Hoeller 1929:124)",
yekomombeu,gyr,yekomombeu,v,,,,,gyr,cac375558ae380fb373ddde8505179dc,oyekomombeu,"-; yeco, ayeco mini - oyeco mombeu ye upee (Hoeller 1929:124)",
LX001901,gyr,yekosu orɨ,v,,not confirmed,,LX001278,gyr,,ayekosu orɨ,yecozu orì (Hoeller 1932a:289),
yekumbere,gyr,yekumbere,v,,lit. lick the lips - this may be due to the fact that the Guarayu lick their lips to say they like to eat more,,,gyr,,"ayekumbere, ereyekumbere, oyekumbere, che mboyekumbere","cumbere (Hoeller 1932a:63); cumbere, che ayecumbere ??, che azere (Hoeller 1929:25)",
LX001902,gyr,yekupevë'ë,v,,,,,gyr,ef0eefd8ee4b9a9af93efe1aedff1a65,ayekupevë'ë,"yecupebẽẽ (Hoeller 1932a:289); yeecupebeî, ayeecupebeî veê (Hoeller 1929:125)",
LX001903,gyr,yeku'a so'o,v,,,,,gyr,,ayeku'a soo,"yecú-a zoo (Hoeller 1932a:288); yecua, ayecua zoo, añecua zoo (Hoeller 1929:124)",
yekwa,gyr,yekwa,v,,obsolete (2019),,,gyr,,,"(cua, ausgestorbenes Simplex) (Hoeller 1932a:55)",
yekwaa,gyr,yekwaa,v,,,,ikwaa,gyr,,oyekwa,yecua (Hoeller 1932a:289); cuaa - aicuaa - aicuaa uca-ayecuaa (Hoeller 1929:23); yecuaa (Hoeller 1932a:289),yekwa
yekwaku,gyr,yekwaku,v,,,,,gyr,,ayekwaku,"yecoacu (Hoeller 1932a:288); yeco acu, ayecoacu (Hoeller 1929:124)",
yekwapira,gyr,yekwapira,v,,,,,gyr,,ayekwapira,"cuapira,(gleich: ayapìpaũpira) ayecuapira (Hoeller 1932a:59) ; cuapira -ayicuapira (Hoeller 1929:24)",
LX001904,gyr,yemogwave?,v,,not confirmed,,,gyr,,,"-; yemogua, ndoyemoguabei (Hoeller 1929:126)",yemogwa
LX001905,gyr,yemoköi,v,,"not confirmed, should mean: I am getting close ('yo me acerco')",,,gyr,,ayemoköi,-; côî - côî ayemocoi - amecoî (Hoeller 1929:22),
yemona,gyr,yemona,v,,,,,gyr,,ayemona,yemona (Hoeller 1932a:291); yemona (Hoeller 1929:126),
LX001906,gyr,yemoñeta,v,,2019: predominantly known as ñemoñeta,,LX000685,gyr,,amoñeta,"moñeeta, amoñeeta (Hoeller 1932a:140); moñeta, amoñeta - añemoñeeta (Hoeller 1929:58)",ñemoñeta
LX001907,gyr,yemondɨ'a,v,,,,LX000691,gyr,,ayemondɨ'a,"mondìa, ayemondìa (Hoeller 1932a:137); mondǐa, ayemondǐa (Hoeller 1929:57); ñemondǐa (Hoeller 1929:65)",
yemotuya,gyr,yemotuya,v,,,,tuya,gyr,,,tuya (Hoeller 1932a:264); tuya - añemotuya (Hoeller 1929:113),
yemoyegwa,gyr,yemoyegwa,v,,,,,gyr,,ayemboyegwa,-; yegua - ayegua - ayeguabae - ayemoyegua (Hoeller 1929:125),
LX001908,gyr,yemo'ä,v,,,,,gyr,29cb2db271b02ae0e2d6b77f3c4fa37a,ayemo'ä,"yemõã (Hoeller 1932a:291); yemboâ, ayemboâ, apuâ yb[?] (Hoeller 1929:125)",
LX001909,gyr,yemo'ä,v,,,,LX000200 ; LX000724,gyr,29cb2db271b02ae0e2d6b77f3c4fa37a,añemo'ä,yemoã (Hoeller 1932a:291),ñemo'ä
LX001910,gyr,yemo'ä,v,,2019: amo'ä,,LX000723,gyr,29cb2db271b02ae0e2d6b77f3c4fa37a,ayemo'ä,yemõã (Hoeller 1932a:291),
LX001911,gyr,yemo'ösä repiatëi,v,,,,LX001288,gyr,,,-; toôzâ - che roôzâ - omoôzâteî - aýemoôzâ repiatei ? (Hoeller 1929:110),
LX001912,gyr,yembichɨ,v,,,,LX000781,gyr,,ayembichɨ,-; mbichǐr - ayemichǐr (Hoeller 1929:48),
yembireko_meno,gyr,yembireko meno,v,,,,sembireko_meno,gyr,,ayembireko meno,-; tembireco - azembireco meno - ayembireco meno (Hoeller 1929:103),
yemboai,gyr,yemboai,v,,2019: yembai,,,gyr,,ayemboai,"yemboai (Hoeller 1932a:291); yemboai, ayemboai (Hoeller 1929:126)",yembai
yemboarakwaa,gyr,yemboarakwaa,v,,,,,gyr,,ayemboarakwaa,"yemboaracuaa (Hoeller 1932a:291); yemboeracua, ayemboeracua - yemboeracuaza (Hoeller 1929:126)",yemboarakwa
yemboesarai,gyr,yemboesarai,v,,,,,gyr,,ayemboesarai,"yemboezarai (Hoeller 1932a:291); ayemboezarai (Hoeller 1929:65); ñemboezarai, añemboezarai (Hoeller 1932a:154)",
yemboetei,gyr,yemboetei,v,,,,,gyr,,ayemboetei,yemboetei (Hoeller 1932a:291),
yemboeteisa,gyr,yemboeteisa,n,,maybe well-dressed (2019 yamboeteisa); ñemboɨvate'aisa 'make yourself bigger than you are',,,gyr,,,-; ñemboetiza ? (Hoeller 1929:65); yemboetei (Hoeller 1932a:291),"ñemboetisa, ñemboeteisa"
LX001913,gyr,yemboɨräkwa,v,,,,,gyr,,ayemboɨräkwa,yemboìrãcuã,
yembopuku,gyr,yembopuku,v,,,,,gyr,,ayembopuku,-; ayemopucu (Hoeller 1929:87),
LX001914,gyr,yemborɨrɨi,v,,,,,gyr,,añemborɨrɨ,"ñemborìrì, añemborìrì (Hoeller 1932a:155); ñemborǐrǐ, añemborǐrǐ (Hoeller 1929:65)",ñemborɨrɨ
LX001915,gyr,yembovɨ,v,,,,,gyr,,ayembovu,"-; yemboyu, ayemboyu - ayemboyuǐ indo[?] (Hoeller 1929:126); yembobu (Hoeller 1932a:291)",
yemboya,gyr,yemboya,v,,,,,gyr,ab8d97f8bac0173d73e1cf8cff033d07,"ayemboya, ereyemboya, oyemboya","ya (Hoeller 1932a:271); ya zeze - ipeya - amboya - onemboya Tumpâ remisetar, rupi - oyembea mboazeze [?] (Hoeller 1929:117)",
yemboyoya,gyr,yemboyoya,v,,,,yoya,gyr,ef8ed0e3a550598ab0976027b9149647,"ayemboyoya, ereyemboyoya, oyemboyoya","yoya (Hoeller 1932a:308-309); yoya, ya - teco yoya - mbǐa yoya - yoya pabe - oreyeyoya catu - oyoya teco mboyoyaza - amboyoya - añemboyoya (Hoeller 1929:135)",
LX001916,gyr,yembo'ambo'a,v,,"possibly misunderstood, it can also mean to enroll oneself in thread, rope, or fibre",,LX001910,gyr,,,"-; ya zeze - ipeya - amboya - onemboya Tumpâ remisetar, rupi - oyemboa mboazeze [?] (Hoeller 1929:117)",
LX001917,gyr,yembo'ekwa,v,,,,tekwa,gyr,,,yemboécua (Hoeller 1932a:291); ñemboecua - añemboecua (Hoeller 1929:65),ñembo'ekwa
LX001918,gyr,yembo'esa,n,,,,,gyr,,,-; yemboeza (Hoeller 1929:126),
yenambi_movava,gyr,yenambi movava,v,,,,LX000971,gyr,,ayenambɨ movava,-; vava - avava - ayecua movava - ayouca movava - ayenambǐ movava - ambovava - ivávabae (Hoeller 1929:116),
yenonde,gyr,yenonde,v,,,,tenonde,gyr,,,"yenonde (Hoeller 1932a:291) ; tenonde - amoîzenonde - azenondeo - ayenondeo (Hoeller 1929:104); yenonde, aroyenonde nonde (Hoeller 1929:126)",
LX001919,gyr,yendɨva äpi,v,,,,,gyr,,ayendɨva apɨ,-; tendǐba - tendǐba âpîzar - ayendǐba apǐ (Hoeller 1929:104),
yeo,gyr,yeo,v,,,,,gyr,,ayaeo,"yeo (Hoeller 1932a:292); yeo, oyeo perǐ - amboyeo - amboyeo cuachiar (Hoeller 1929:126)",
LX001920,gyr,yeopɨ,v,,,,LX001931,gyr,,,-; zepǐbae - amboepǐ - azepi - apero epǐ ? - ayeopǐ yepǐza (Hoeller 1929:104),
yeora,gyr,yeora,v,,,,yora,gyr,,ayeora,"-; yora, ayora - ayeora (Hoeller 1929:133)",
LX001921,gyr,yeovapɨ̈tɨ,v,,,,,gyr,,oyeovapɨ̈tɨ,"obapỹtì, oyeobapỹtì (Hoeller 1932a:158); oba pýtû ? (Hoeller 1929:68)",
yeovasei,gyr,yeovasei,v,,,,rova ; sei_1,gyr,bd80910a118a0225d807286ab20f6b67,ayeovasei,"-; yeobazoi, ayeobazoi[ei] (Hoeller 1929:126)",
LX001922,gyr,yeova'o,v,,,,,gyr,,ayeova'o,yeobao (Hoeller 1932a:292),
yepa_munamuna,gyr,yepa munamuna,v,,,,,gyr,,oyepa muna muna,"-; (muna, oyepa muna muna (Hoeller 1929:59)",
yepe,gyr,yepe,part,,,,,gyr,,,yepe (Hoeller 1932a:292); yepe - amondo yepe (Hoeller 1929:126),
LX001923,gyr,yepe e'ɨ̈,exp,,,,,gyr,,,yepe eỹ (Hoeller 1932a:292),
yepeka,gyr,yepeka,v,,,,,gyr,,ayepeka,-; ayepeca chupe ? (Hoeller 1929:101),
LX001924,gyr,yepepɨ,v,,,,LX001005,gyr,,ayepepɨ,"yepepì (Hoeller 1932a:292); yepepǐ, ayepepǐ v. pepǐ (Hoeller 1929:126)",
